# Exported from Du Chinese
Simplified,Traditional,Pinyin,Meaning,Simplified sentence,Traditional sentence,Sentence pinyin,Sentence translation
酒店,酒店,jiǔ diàn,"hotel
restaurant",前台：您出酒店，往右一直走，在第一个十字路口，往左拐。,前臺：您出酒店，往右一直走，在第一個十字路口，往左拐。,qián tái nín chū jiǔ diàn wǎng yòu yì zhí zǒu zài dì yī ge shí zì lù kǒu wǎng zuǒ guǎi,"Front desk: Exit the hotel and keep walking to the right. At the first intersection, turn left."
附近,附近,fù jìn,"(in the) vicinity
nearby",这儿附近有什么吃的吗？,這兒附近有什麼吃的嗎？,zhè‘r fù jìn yǒu shén me chī de ma,Are There Any Places to Eat Nearby?
外卖,外賣,wài mài,"delivery (of food from a restaurant)
takeout",如果爱米不想出去吃饭，她可以在手机上点外卖。这样，她就可以在酒店的房间里吃饭了。,如果愛米不想出去吃飯，她可以在手機上點外賣。這樣，她就可以在酒店的房間裡吃飯了。,rú guǒ ài mǐ bù xiǎng chū qù chī fàn tā kě yǐ zài shǒu jī shang diǎn wài mài zhè yàng tā jiù kě yǐ zài jiǔ diàn de fáng jiān lǐ chī fàn le,"If Amy didn’t want to go out to eat, she could order takeout on her cell phone. That way, she could just eat in her hotel room."
睡觉,睡覺,shuì jiào,"to sleep
to go to bed",她先不睡觉，去找了点儿吃的。,她先不睡覺，去找了點兒吃的。,tā xiān bù shuì jiào qù zhǎo le diǎn'r chī de,She didn’t go to sleep quite yet and went to find something to eat.
麻烦,麻煩,má fan,"inconvenient
troublesome",麻烦再给我来点冰块。,麻煩再給我來點冰塊。,má fan zài gěi wǒ lái diǎn bīng kuài,Can I trouble you again to give me some ice cubes?
久,久,jiǔ,"(long) time
(long) duration of time",我和丽丽在一起很久了，我很爱她。,我和麗麗在一起很久了，我很愛她。,wǒ hé lì lì zài yì qǐ hěn jiǔ le wǒ hěn ài tā,"Lili and I have been together for a long time, and I really love her."
提高,提高,tí gāo,"to raise
to increase",因为去中国工作，她男朋友不仅会升职，而且工资也会提高很多。,因為去中國工作，她男朋友不僅會升職，而且工資也會提高很多。,yīn wèi qù zhōng guó gōng zuò tā nán péng you bù jǐn huì shēng zhí ér qiě gōng zī yě huì tí gāo hěn duō,"This is because if he goes, not only will he get promoted, his salary will also increase by a lot."
告诉,告訴,gào su,"to tell
to inform",今天露西告诉我，她决定和男朋友一起去上海工作、生活了。,今天露西告訴我，她決定和男朋友一起去上海工作、生活了。,jīn tiān lù xī gào su wǒ tā jué dìng hé nán péng you yì qǐ qù shàng hǎi gōng zuò shēng huó le,Today Lucy told me that she decided to go with her boyfriend to live and work in Shanghai.
决定,決定,jué dìng,to decide,今天露西告诉我，她决定和男朋友一起去上海工作、生活了。,今天露西告訴我，她決定和男朋友一起去上海工作、生活了。,jīn tiān lù xī gào su wǒ tā jué dìng hé nán péng you yì qǐ qù shàng hǎi gōng zuò shēng huó le,Today Lucy told me that she decided to go with her boyfriend to live and work in Shanghai.
座位,座位,zuò wèi,seat,本：不对。这是我的座位。,本：不對。這是我的座位。,běn bú duì zhè shì wǒ de zuò wèi,"Ben: No, this is my seat."
度,度,dù,"limit
degree (angles, temperature etc)
extent",丽丽：很冷。今天比昨天冷。昨天0度，今天零下5度。,麗麗：很冷。今天比昨天冷。昨天0度，今天零下5度。,lì lì hěn lěng jīn tiān bǐ zuó tiān lěng zuó tiān 0 dù jīn tiān líng xià 5 dù,"Lili: Very cold. Today is colder than yesterday. Yesterday was 0 degrees, today it's minus 5 degrees."
当,當,dāng,"to be
to act as
manage",我不想当电灯泡,我不想當電燈泡,wǒ bù xiǎng dāng diàn dēng pào,I don't want to be the third wheel
旁边,旁邊,páng biān,"side
beside",小雨：在学校旁边的超市，怎么了？,小雨：在學校旁邊的超市，怎麼了？,xiǎo yǔ zài xué xiào páng biān de chāo shì zěn me le,Little Yu: At the supermarket next to the school. Why?
奇怪,奇怪,qí guài,"strange
odd",小何觉得很奇怪，问：,小何覺得很奇怪，問：,xiǎo hé jué de hěn qí guài wèn,Little He felt it strange and asked:
离开,離開,lí kāi,"to depart
to leave",丽丽放下衣服，离开了商店。,麗麗放下衣服，離開了商店。,lì lì fàng xià yī fu lí kāi le shāng diàn,Lili put down the piece of clothing and left the store.
饿,餓,è,"to be hungry
hungry",丽丽：我饿得走不动了。,麗麗：我餓得走不動了。,lì lì wǒ è de zǒu bu dòng le,Lili: I’m so hungry I can’t walk.
街,街,jiē,street,西安有一条街，街上都是饭店，可以吃到上百种面食。,西安有一條街，街上都是飯店，可以吃到上百種麵食。,xī ān yǒu yì tiáo jiē jiē shang dōu shì fàn diàn kě yǐ chī dào shàng bǎi zhǒng miàn shí,There is a street in Xi’an that is full of restaurants where you can eat more than 100 different dishes made from wheat.
面条,麵條,miàn tiáo,noodles,在中国的西北，面是主食，人们会把面做成面条和饼。,在中國的西北，麵是主食，人們會把麵做成麵條和餅。,zài zhōng guó de xī běi miàn shì zhǔ shí rén men huì bǎ miàn zuò chéng miàn tiáo hé bǐng,"In northwest China, flour is a staple food, and people will make the flour into noodles and flat cakes."
画,畫,huà,"to draw
to paint",在中国地图上从东北到西南画一条线，,在中國地圖上從東北到西南畫一條線，,zài zhōng guó dì tú shang cóng dōng běi dào xī nán huà yì tiáo xiàn,"On a map of China, a line is drawn from the northeast to the southwest."
鸡蛋,雞蛋,jī dàn,chicken egg,菜是肉、蔬菜、鸡蛋这些。,菜是肉、蔬菜、雞蛋這些。,cài shì ròu shū cài jī dàn zhè xiē,"“Cai” is things like meat, vegetables, and eggs."
收到,收到,shōu dào,to receive,丽丽：因为昨天是我的生日，我收到了我男朋友送的生日礼物。,麗麗：因為昨天是我的生日，我收到了我男朋友送的生日禮物。,lì lì yīn wèi zuó tiān shì wǒ de shēng rì wǒ shōu dào le wǒ nán péng you sòng de shēng rì lǐ wù,Lili: Because yesterday was my birthday. I received a birthday present from my boyfriend.
定,定,dìng,"to set
to determine
to decide",丽丽：怎么都听我的？你定吧！,麗麗：怎麼都聽我的？你定吧！,lì lì zěn me dōu tīng wǒ de nǐ dìng ba,Lili: How come everything is up to me? You decide!
韩国,韓國,hán guó,South Korea (Republic of Korea),丽丽：那你想吃韩国菜还是日本菜？,麗麗：那你想吃韓國菜還是日本菜？,lì lì nà nǐ xiǎng chī hán guó cài hái shi rì běn cài,Lili: Do you want to eat Korean or Japanese food?
行,行,xíng,"all right
OK!",小何：都行，你说了算。,小何：都行，你說了算。,xiǎo hé dōu xíng nǐ shuō le suàn,Little He: Whatever is fine. You decide.
糖,糖,táng,"sugar
sweets
candy",万圣节到了。我和我的朋友去邻居家要糖吃。,萬聖節到了。我和我的朋友去鄰居家要糖吃。,wàn shèng jié dào le wǒ hé wǒ de péng you qù lín jū jiā yào táng chī,Halloween has arrived. My friend and I went to my neighbors’ houses to ask for candy to eat.
邻居,鄰居,lín jū,"neighbor
next door",万圣节到了。我和我的朋友去邻居家要糖吃。,萬聖節到了。我和我的朋友去鄰居家要糖吃。,wàn shèng jié dào le wǒ hé wǒ de péng you qù lín jū jiā yào táng chī,Halloween has arrived. My friend and I went to my neighbors’ houses to ask for candy to eat.
空调,空調,kōng tiáo,air conditioning,司机：我关窗，开空调吧。,司機：我關窗，開空調吧。,sī jī wǒ guān chuāng kāi kōng tiáo ba,Driver: I’ll close the window and turn on the air conditioning.
关,關,guān,"to close
to shut
to turn off",司机：我关窗，开空调吧。,司機：我關窗，開空調吧。,sī jī wǒ guān chuāng kāi kōng tiáo ba,Driver: I’ll close the window and turn on the air conditioning.
行李,行李,xíng li,luggage,司机：好的。行李我帮您放车后面。,司機：好的。行李我幫您放車後面。,sī jī hǎo de xíng li wǒ bāng nín fàng chē hòu miàn,Driver: Okay. I’ll help you put your luggage in the back of the car.
一定,一定,yí dìng,"certainly
necessarily",本：来来来，我一定来。,本：來來來，我一定來。,běn lái lái lái wǒ yí dìng lái,"Ben: No, no, no, I’ll definitely come."
新年快乐,新年快樂,xīn nián kuài lè,Happy New Year!,丽丽：12点的时候，我们也会放烟花，大家发祝福短信，说新年快乐。,麗麗：12點的時候，我們也會放煙花，大家發祝福短信，說新年快樂。,lì lì 12 diǎn de shí hou wǒ men yě huì fàng yān huā dà jiā fā zhù fú duǎn xìn shuō xīn nián kuài lè,"Lili: At midnight, we set off fireworks, and everyone sends celebratory messages wishing Happy New Year."
短信,短信,duǎn xìn,"text message
SMS",丽丽：12点的时候，我们也会放烟花，大家发祝福短信，说新年快乐。,麗麗：12點的時候，我們也會放煙花，大家發祝福短信，說新年快樂。,lì lì 12 diǎn de shí hou wǒ men yě huì fàng yān huā dà jiā fā zhù fú duǎn xìn shuō xīn nián kuài lè,"Lili: At midnight, we set off fireworks, and everyone sends celebratory messages wishing Happy New Year."
哇,哇,wā,wow,本：哇，我很想看春晚。,本：哇，我很想看春晚。,běn wā wǒ hěn xiǎng kàn chūn wǎn,"Ben: Wow, I really want to watch the Spring Festival Gala!"
聊天,聊天,liáo tiān,"to chat
to gossip",有的人一边看春晚，一边和家人聊天。,有的人一邊看春晚，一邊和家人聊天。,yǒu de rén yì biān kàn chūn wǎn yì biān hé jiā rén liáo tiān,Some people watch the Spring Festival Gala while chatting with their families.
一边,一邊,yì biān,"on the one hand
doing while",丽丽：嗯……有的人一边看春晚，一边吃饭。,麗麗：嗯……有的人一邊看春晚，一邊吃飯。,lì lì èn yǒu de rén yì biān kàn chūn wǎn yì biān chī fàn,Lili: Um … Some people watch the Spring Festival Gala while eating.
故事,故事,gù shi,"story
tale",因为三十年前香港电影很有名，特别是讲黑社会故事的电影，,因為三十年前香港電影很有名，特別是講黑社會故事的電影，,yīn wèi sān shí nián qián xiāng gǎng diàn yǐng hěn yǒu míng tè bié shì jiǎng hēi shè huì gù shi de diàn yǐng,"Because 30 years ago, Hong Kong movies were very well-known, especially movies with stories about the criminal underworld."
香港,香港,xiāng gǎng,Hong Kong,因为三十年前香港电影很有名，特别是讲黑社会故事的电影，,因為三十年前香港電影很有名，特別是講黑社會故事的電影，,yīn wèi sān shí nián qián xiāng gǎng diàn yǐng hěn yǒu míng tè bié shì jiǎng hēi shè huì gù shi de diàn yǐng,"Because 30 years ago, Hong Kong movies were very well-known, especially movies with stories about the criminal underworld."
游戏,遊戲,yóu xì,game,和在其他国家不一样，台球在中国是小坏蛋们的游戏。,和在其他國家不一樣，檯球在中國是小壞蛋們的遊戲。,hé zài qí tā guó jiā bù yí yàng tái qiú zài zhōng guó shì xiǎo huài dàn men de yóu xì,"Unlike other countries, billiards in China is a game for little rascals."
其他,其他,qí tā,"other
the rest",和在其他国家不一样，台球在中国是小坏蛋们的游戏。,和在其他國家不一樣，檯球在中國是小壞蛋們的遊戲。,hé zài qí tā guó jiā bù yí yàng tái qiú zài zhōng guó shì xiǎo huài dàn men de yóu xì,"Unlike other countries, billiards in China is a game for little rascals."
来自,來自,lái zì,to come from,但同样是来自英国的运动，中国人对台球的想法却不太一样。,但同樣是來自英國的運動，中國人對檯球的想法卻不太一樣。,dàn tóng yàng shì lái zì yīng guó de yùn dòng zhōng guó rén duì tái qiú de xiǎng fǎ què bú tài yí yàng,"But a sport that also came from England, billiards, is perceived completely differently by Chinese people."
同样,同樣,tóng yàng,"same
equal
equivalent",但同样是来自英国的运动，中国人对台球的想法却不太一样。,但同樣是來自英國的運動，中國人對檯球的想法卻不太一樣。,dàn tóng yàng shì lái zì yīng guó de yùn dòng zhōng guó rén duì tái qiú de xiǎng fǎ què bú tài yí yàng,"But a sport that also came from England, billiards, is perceived completely differently by Chinese people."
乒乓球,乒乓球,pīng pāng qiú,"table tennis
ping-pong",说起乒乓球，大家都觉得中国人是打得最好的人，,說起乒乓球，大家都覺得中國人是打得最好的人，,shuō qǐ pīng pāng qiú dà jiā dōu jué de zhōng guó rén shì dǎ de zuì hǎo de rén,"When you mention table tennis, everyone thinks Chinese people play it the best."
